"Attr1"	"Attr2"	"Attr3"	"Attr4"	"Attr5"	"Attr6"	"Attr7"	"Attr8"	"Attr9"	"Attr10"	"Attr11"	"Attr12"	"Attr13"	"Attr14"	"Attr15"	"Attr16"	"Attr17"	"Attr18"	"Attr19"	"Attr20"	"Attr21"	"Attr22"	"Attr23"	"Attr24"	"Attr25"	"Attr26"	"Attr27"	"Attr28"	"Attr29"	"Attr30"	"Attr31"	"Attr32"	"Attr33"	"Attr34"	"Attr35"	"Attr36"	"Attr37"	"Attr38"	"Attr39"	"Attr40"	"Attr41"	"Attr42"	"Attr43"	"Attr44"	"Attr45"	"Attr46"	"Attr47"	"Attr48"	"Attr49"	"Attr50"	"Attr51"	"Attr52"	"Attr53"	"Attr54"	"Attr55"	"Attr56"	"Attr57"	"Attr58"	"Attr59"	"Attr60"	"Attr61"	"Attr62"	"Attr63"	"Attr64"	"class"
0.039452	0.58475	0.17932	1.4734	-5.4418	0	0.052691	0.71013	1.6724	0.41525	0.074217	0.13911	0.051715	0.052691	2467.8	0.1479	1.7101	0.052691	0.031507	43.212	0.91584	0.072674	0.02359	0.18699	0.39251	0.12526	3.3761	0.4058	3.9446	0.27462	0.042884	86.061	4.2412	2.7472	0.065923	1.6724	4.7837	0.49053	0.039419	0.34475	0.18307	0.043456	93.306	50.095	0.19926	0.95072	44.985	0.038879	0.023248	0.95442	0.37878	0.23578	0.93969	1.11	1578.5	0.039419	0.095007	0.96884	0.18128	8.4468	7.2862	82.669	4.4152	3.7845	FALSE
0.0039208	0.58909	0.15991	2.4522	58.375	0	0.0080937	0.69754	0.60377	0.41091	0.026804	0.073502	0.13967	0.0080937	2549.7	0.14315	1.6975	0.0080937	0.013405	45.524	0.94546	0.026263	0.0064939	0.069934	0.084019	0.13607	1.4037	0.21907	4.7973	0.85277	0.038825	67.495	5.4078	1.0109	0.0082829	0.60377	0.53065	0.77786	0.013719	0.67769	0.19157	0.043498	118.13	72.605	0.052066	1.7684	46.158	-0.049974	-0.08277	0.45839	0.11012	0.18492	0.56292	1.0656	10028	0.013719	0.0095417	0.98711	0.89302	8.0177	5.0272	66.569	5.4831	0.82711	FALSE
0.20362	0.31317	0.41855	2.422	15.205	0	0.25738	2.1931	2.7616	0.68683	0.27917	0.87444	0.10242	0.25738	404.15	0.90312	3.1931	0.25738	0.093202	41.474	1.3724	0.27856	0.073735	0.38869	0.56547	0.73147	12.785	1.4578	3.9922	0.11333	0.0991	43.289	8.4317	7.9246	0.27978	2.7616	118.79	0.69019	0.10131	0.004151	0.034338	0.10087	94.062	52.589	0.10131	1.3559	46.149	0.25311	0.091653	2.2763	0.29434	0.1186	2.3922	2.4039	4111	0.10131	0.29647	0.90727	0.004892	8.8008	6.9406	38.903	9.3822	9.6184	FALSE
0.00043931	0.28538	0.14013	1.698	-11.046	-0.11804	0.00043931	2.4137	0.95784	0.68883	0.00043931	0.0021884	0.16666	0.00043931	1047.4	0.34849	3.5041	0.00043931	0.00073621	95.128	0.89805	-0.020013	0.00073621	-0.11804	0.68883	0.34849	-0.32124	0.21259	4.3607	0.47565	0.00073621	117.62	3.1033	-0.070127	-0.020013	0.63892	2.1902	0.77346	-0.033538	0.011109	0.11877	-0.033538	207.14	112.01	0.0028248	0.92332	91.118	-0.11902	-0.19946	1.1945	0.20075	0.32224	1.0451	1.1735	3215.2	-0.044011	0.00063777	1.044	0.12286	3.8369	3.2586	122.79	2.9725	0.90532	FALSE
0.050013	0.23485	0.061156	1.4654	-33.016	0.40074	0.061763	3.2581	0.83297	0.76515	0.068778	0.47005	0.14336	0.061763	717.82	0.50848	4.2581	0.061763	0.074148	44.889	1.0455	0.064505	0.060041	0.2008	0.71704	0.45845	9.1948	0.07574	5.0167	0.28194	0.074148	72.075	5.0684	2.8358	0.16755	0.83297	0.87107	0.8686	0.20115	0.11	0.064083	0.07744	78.042	33.153	0.48821	0.68581	56.145	0.0068518	0.0082258	0.81991	0.1314	0.1973	0.94762	1.0757	1.4654	0.20115	0	0.80209	0.1352	8.1312	11.01	57.577	6.3393	1.0316	FALSE
-0.09384	0.80129	-0.45306	0.35376	1276.5	0	-0.090451	0.24798	6.3097	0.19871	-0.085146	-0.12902	0.00054656	-0.090451	84808	0.0043038	1.248	-0.090451	-0.014335	11.383	1.0636	-0.085151	-0.014872	-0.035911	-0.09384	7.3754e-05	-16.051	-0.60248	3.6086	0.12594	-0.013494	39.905	9.1472	8.0031	-0.10272	6.3097	0.51118	0.29893	-0.016279	0.012904	3.0531	-0.013495	13.824	2.4403	-0.47687	0.073076	11.2	-0.17905	-0.028377	0.30952	0.70107	0.10932	0.26424	0.39752	-1839.9	-0.016279	-0.47226	1.0172	0.50437	32.064	149.57	40.555	9.0001	8.3908	FALSE
0.097248	0.5449	0.35602	2.2583	21.701	0.20217	0.1242	0.7642	1.0744	0.41641	0.1242	0.43898	0.075813	0.1242	1249.7	0.29206	1.8352	0.1242	0.059168	39.511	1.5191	0.14681	0.046327	0.25484	0.41641	0.24259	0.75143	0.98606	5.3243	0.25652	0.059168	52.858	6.9052	0.26942	0.14681	2.1115	1.5716	0.67837	0.069937	0.069005	0.098567	0.069937	107.7	68.193	0.42796	1.4552	42.453	0.11187	0.053292	1.1726	0.28293	0.14482	1.1533	1.8789	75120	0.069284	0.23354	0.93072	0.6291	9.2378	5.3524	49.196	7.4193	5.8141	FALSE
0.05002	0.089507	0.19369	4.2536	223.24	0	0.069858	10.172	0.5001	0.91049	0.070062	1.1735	0.39985	0.069858	163.38	2.2341	11.172	0.069858	0.13969	0.75961	0.95741	0.061978	0.10002	0.22741	0.55162	2.0125	303.44	0.25936	4.637	-0.20953	0.1401	49.423	7.3853	4.9118	0.060466	0.5001	10.781	0.93388	0.12091	3.2757	0.015532	0.12393	42.488	41.728	48.06	4.2361	0.86409	-0.068131	-0.13623	2.829	0.059529	0.1354	1.2192	1.2505	8396.8	0.12091	0.054938	0.86299	0.025691	480.51	8.7471	43.447	8.401	0.66968	FALSE
0.068304	0.49039	0.07726	1.2075	-23.386	0	0.068304	1.0392	1.6791	0.50961	0.068688	0.18343	0.048987	0.068304	2176.2	0.16773	2.0392	0.068304	0.04068	30.667	0.83532	4.8255e-05	0.04068	0.15047	0.4821	0.16773	0.12559	0.14038	5.1418	0.27366	0.097363	102.66	3.5555	2.6998	0.055319	1.6791	5.5032	0.56568	0.032946	0.14015	1.168	2.874e-05	86.398	55.731	0.48417	0.82863	38.893	-0.013899	-0.0082779	0.91689	0.37237	0.28126	0.92595	1.0278	10710	0.21149	0.13403	0.79464	0.11002	11.902	6.5493	80.948	4.5091	3.0508	FALSE
0.023648	0.75917	-0.059852	0.86434	-44.934	0.034514	0.023648	0.31723	1.8185	0.24083	0.049477	0.053599	0.065343	0.023648	2331.9	0.15652	1.3172	0.023648	0.013004	29.696	1.1103	0.028099	0.013004	0.36922	0.2143	0.15652	1.0879	-0.096747	3.9127	0.41215	0.023242	88.991	4.1015	2.3837	0.0088904	1.8185	1.1254	0.44822	0.0048888	0.035954	0.20527	0.015452	73.359	43.663	0.15984	0.52901	29.842	-0.06708	-0.036887	0.50233	0.44121	0.24381	0.38929	0.72452	-489.51	0.0048888	0.098195	0.98737	0.86113	12.291	8.3594	88.556	4.1217	2.9395	FALSE
-0.81502	0.35304	0.4401	3.7982	85.383	-2.0621	-0.81502	1.8325	0.68384	0.64696	-0.32739	-5.1819	-1.1474	-0.81502	-164.23	-2.2224	2.8325	-0.81502	-1.1918	125.22	1.4819	-0.34097	-1.1918	-0.46279	-2.0115	-2.2224	-0.69924	1.0931	4.5537	0.33404	-1.1918	111.66	4.083	1.819	-0.34153	0.68384	1.8531	0.84272	-0.49943	1.1763	-0.037893	-0.49861	220.1	94.882	-3.474	1.0915	133.35	-0.37138	-0.54307	1.6921	0.15728	0.24492	1.6069	2.0931	15748	0.24818	-1.2598	1.6521	0.30259	2.9148	3.8469	83.949	4.3479	1.6985	TRUE
-0.14392	0.66164	-0.10093	0.7598	-153.61	-0.12851	-0.14392	0.5114	0.6445	0.33836	-0.11205	-0.3425	-0.22331	-0.14392	-1678	-0.21752	1.5114	-0.14392	-0.22331	133.99	0.96173	-0.12722	-0.22331	-0.31618	-0.27243	-0.21752	-3.9913	-0.14827	4.0051	1.024	-0.18631	272.89	1.9077	1.2116	-0.14986	0.67476	0.39702	0.5466	-0.23251	0.014787	-0.17335	-0.1974	177.29	43.302	-0.6083	0.19675	107.73	0	0	0.48254	0.4202	0.74764	0.49706	0.80296	-1021.2	0.12795	-0.42535	1.2353	0.61543	2.7241	8.4291	237.97	1.5338	0.94678	TRUE
0.016779	0.4545	0.082521	1.2029	-11.878	0	0.032692	1.2002	1.8311	0.5455	0.046574	0.080398	0.052423	0.032692	1728.2	0.2112	2.2002	0.032692	0.017854	19.27	0.90038	0.042373	0.0091637	1.2036	0.51081	0.17619	3.0525	0.16154	4.2023	0.24613	0.025124	81.531	4.4875	4.0149	0.010659	1.8311	8.1985	0.59337	0.0058213	0.11754	0.14337	0.023141	87.979	68.708	0.17357	0.9652	19.337	-0.020926	-0.011428	1.0762	0.40663	0.22284	1.0678	1.1615	1314.9	0.0058213	0.03076	1.0041	0.087759	18.941	5.3123	81.057	4.503	3.5844	TRUE
-0.15232	0.77768	-0.47048	0.36374	-138.76	-0.24711	-0.15232	0.2856	1.5713	0.22211	-0.11201	-0.20599	-0.067795	-0.15232	-2664.6	-0.13698	1.2859	-0.15232	-0.096935	35.095	0.91262	-0.11769	-0.096935	-0.194	-0.2946	-0.13698	-2.9197	-0.64376	3.6775	0.49247	-0.073791	161.6	2.3193	2.2052	-0.098771	1.603	3.596	0.25489	-0.062858	0.034703	-0.36053	-0.074898	56.516	21.421	-1.0081	0.23903	33.02	-0.16348	-0.10404	0.34585	0.73944	0.44275	0.30391	0.34876	-2239	-0.062851	-0.68579	1.0699	0.14759	10.4	17.04	171.76	2.125	2.1501	TRUE
0.098464	0.26765	0.1274	1.4848	-6.2385	0.31333	0.12537	2.3337	1.1606	0.62463	0.12537	0.47708	0.2008	0.12537	436.12	0.83693	3.7362	0.12537	0.11238	44.938	1.0112	0.13002	0.088264	0.39548	0.62463	0.73641	1.3527	0.20892	5.1374	0.18948	0.11238	99.787	3.6578	0.48579	0.13002	1.1383	51.873	0.62951	0.11655	0.2332	0.038483	0.11655	107.61	62.675	0.7169	0.96216	52.155	0.031383	0.028132	1.4578	0.26278	0.27339	1.0243	1.0323	17484	0.13838	0.15764	0.86162	0.0078033	8.1223	5.8237	85.978	4.2453	1.8294	FALSE
0.0367	0.41693	0.13777	1.3733	-18.123	0.037957	0.050825	1.2888	0.99111	0.53736	0.050825	0.13772	0.095423	0.050825	996.79	0.36618	2.3985	0.050825	0.031767	47.458	1.014	-0.030511	0.022938	0.052083	0.53736	0.3323	-0.18901	0.27935	5.0231	0.25861	0.031767	83.443	4.3743	-0.07318	-0.030511	1.6909	6.2387	0.58525	-0.01907	0.024573	0.19216	-0.01907	113.55	66.095	0.17642	0.80964	47.036	-0.13236	-0.082726	1.2156	0.36904	0.22861	1.0896	1.1867	14531	-0.0089665	0.068297	1.009	0.089127	7.6911	5.5223	84.191	4.3354	3.2441	FALSE
0.098444	0.30401	0.33513	2.6701	61.048	0	0.12264	2.2894	1.2916	0.69599	0.13016	0.61118	0.14585	0.12264	589.03	0.61966	3.2894	0.12264	0.094946	40.308	1.1611	0.12054	0.076216	0.23273	0.64959	0.54008	16.021	0.72192	4.0511	0.081308	0.10043	61.412	5.9434	3.9229	0.099052	1.2916	3.8041	0.79934	0.076687	0.99863	0.054398	0.093325	94.779	54.471	0.69015	1.9593	43.656	0.054799	0.042426	1.7624	0.20066	0.16825	1.4993	1.7219	3769.6	0.076687	0.14144	0.90758	0.14849	9.0552	6.7008	56.703	6.4371	2.7824	FALSE
-0.098679	0.79213	-0.18598	0.4363	-273.1	-0.19355	-0.098679	0.26017	0.75254	0.20609	-0.098679	-0.29909	-0.27871	-0.098679	-3754.2	-0.097225	1.2624	-0.098679	-0.35711	100.36	2.587	-0.12812	-0.35711	-0.19354	0.20609	-0.097225	-3.4893	-0.21726	5.6513	2.791	-0.35711	327.97	1.1129	-0.16175	-0.12812	0.31041	0.14707	0.66829	-0.46367	0.063878	-0.24462	-0.46367	162.31	61.948	-1.2988	0.20602	75.525	-0.14979	-0.54207	0.18173	0.32993	0.89854	0.24074	0.78066	-83320	-0.32884	-0.47882	1.3288	2.2427	3.6369	5.892	435.81	0.83751	0.32279	FALSE
0.0053577	0.70158	0.23182	1.5152	-1.6111	0	0.0070673	0.42535	0.99713	0.29842	0.033771	0.015707	0.064774	0.0070673	3964.8	0.092061	1.4254	0.0070673	0.0070876	86.099	1.0907	0.033715	0.0053731	0.16867	0.26383	0.089624	1.2625	0.7285	3.5682	0.70322	0.030843	168.68	2.1639	1.3878	0.023491	0.99713	5.1977	0.38433	0.023558	0.0024217	0.25633	0.033812	249.17	163.07	0.022778	0.99248	88.176	-0.023806	-0.023874	0.97177	0.44995	0.46214	0.93777	1.2078	857.82	0.023558	0.017954	0.99299	0.28791	4.2393	2.2383	164.71	2.2161	3.1334	FALSE
0.086086	0.65377	0.3198	1.9366	36.608	0	0.10852	0.52959	1.7277	0.34623	0.27762	0.31784	0.079828	0.10852	1730.2	0.21096	1.5296	0.10852	0.062815	35.517	1.1219	0.24855	0.049827	0.29601	0.34563	0.17664	1.4699	0.94403	4.9197	0.32198	0.074515	91.869	4.3829	2.289	0.37111	1.7741	2.1142	0.57947	0.2148	0.29282	0.078406	0.14386	118.57	83.058	0.51206	0.78519	41.004	0.21915	0.12685	1.0114	0.34144	0.22816	1.0221	1.7106	26580	0.2148	0.24864	0.84352	0.67366	10.277	4.3945	72.135	5.0599	5.1	TRUE
-0.14854	1.3987	-0.43781	0.68672	-77.524	-0.19645	-0.18348	-0.30012	0.98493	-0.41978	-0.18348	-0.13129	-0.053712	-0.18348	-3201.5	-0.11401	0.71494	-0.18348	-0.0618	23.069	0.93629	-0.16611	-0.05003	-0.26618	-0.41978	-0.089026	-0.55107	-10.863	4.3261	0.46964	-0.0618	169.22	2.157	-0.11876	-0.16611	2.9972	636.28	-0.41857	-0.05595	0.01638	-0.32362	-0.05595	115.17	92.102	-0.79159	0.55245	22.721	-0.19013	-0.064038	0.68613	1.3975	0.46362	-10.416	-10.386	-9276.6	-0.015303	0.35384	1.0153	-0.0028905	15.822	3.963	171.81	2.1244	73.669	FALSE
0.1229	0.1972	0.38736	3.3172	82.18	0	0.1229	4.071	1.5698	0.8028	0.1388	0.73521	0.16214	0.1229	282.8	1.2907	5.071	0.1229	0.078294	47.691	0.81058	0	0.078294	0.51823	0.80014	1.2907	0	0.86956	4.8054	0.1001	0.17553	67.772	5.3857	4.5655	0.011002	1.5698	37.247	0.81218	0.0070084	0.28019	0.049942	0	118.05	70.356	0.59921	2.0902	83.154	-0.13162	-0.083846	2.812	0.16717	0.18568	1.8021	1.8232	24747	0.42647	0.15309	0.59272	0.011686	7.6534	5.1879	38.87	9.3904	3.5239	FALSE
0.16915	0.2967	0.3292	2.1896	64.782	0.60228	0.16915	2.3062	1.182	0.68424	0.16915	0.61127	0.18603	0.16915	506.13	0.72116	3.3704	0.16915	0.14707	48.155	1.0865	0.17789	0.14707	0.60307	0.68424	0.72116	1.8281	0.83538	5.0076	0.053752	0.14707	103.8	3.5163	0.59955	0.17789	1.1585	22.735	0.70422	0.15466	0.88644	0.043801	0.15466	114.44	66.287	1.1147	1.6413	56.921	0.13307	0.1157	2.0422	0.27672	0.28439	1.7363	1.787	33501	0.15401	0.24721	0.84599	0.029196	7.5798	5.5064	87.816	4.1564	2.9187	FALSE
0.05432	0.70901	0.05232	1.1988	-14.838	0.021695	0.079346	0.41041	0.88142	0.29099	0.13306	0.3015	0.14091	0.079346	2083.7	0.17517	1.4104	0.079346	0.09002	29.863	1.4229	0.13304	0.061627	0.17306	0.076014	0.13988	2.4769	0.076435	4.3666	0.73035	0.10731	132.41	2.7566	1.0232	0.15597	0.88142	0.55812	0.72705	0.17696	0.27938	0.13285	0.15094	100.2	70.336	0.75323	0.92478	36.284	0.088189	0.10005	0.44497	0.26317	0.36277	0.4251	1.0621	1216.9	0.17696	0.18668	0.91438	1.4986	12.222	5.1894	108.98	3.3492	1.2877	FALSE
0.0022426	0.77352	0.0086608	1.0341	-32.885	0	0.0022426	0.29272	0.84075	0.22643	0.010351	0.0088243	0.0026674	0.0022426	125900	0.0028992	1.2928	0.0022426	0.0026674	37.999	1.6346	0.010107	0.0026674	0.090483	0.22345	0.0028992	1.2464	0.011749	4.2666	0.91393	0.012299	107.6	3.4281	1.1263	-0.021338	0.88158	2.6519	0.29252	-0.025379	0.023003	2.5512	0.012021	111.55	73.555	0.025622	0.36741	36.67	0.010107	0.012021	0.33975	0.25414	0.29171	0.30717	0.39683	160	-0.025367	0.0099044	0.98825	0.2919	9.6054	4.9623	110.33	3.3082	1.1405	TRUE
0.39612	0.66765	0.00031158	1.0006	-9.3685	0	0.39612	0.4978	2.515	0.33235	0.42454	0.76799	0.1662	0.39612	583	0.62608	1.4978	0.39612	0.15751	7.0221	0.86029	0.42362	0.15751	0.81564	0.32232	0.62608	14.906	0.0006439	3.2538	0.26418	0.15751	90.305	4.0419	3.1225	0.43023	2.515	3.0799	0.48422	0.17107	0.017177	0.049955	0.16844	73.616	66.594	8.1869	0.9068	8.4712	0.40174	0.15974	0.77301	0.51578	0.24741	0.68682	1.0006	0.559	0.17107	1.1919	0.84261	0.45693	51.979	5.481	74.857	4.876	5.1972	FALSE
0.030039	0.66404	-0.068927	0.86173	-77.518	0.29966	0.030039	0.50593	1.9038	0.33596	0.049824	0.060258	0.032087	0.030039	3967.7	0.091993	1.5059	0.030039	0.015779	56.494	1.0372	0.049824	0.015779	0.089351	0.3297	0.091993	2.5183	-0.12083	3.5048	0.34128	0.024192	97.489	3.744	2.8107	0.037384	1.9038	0.81498	0.5015	0.019637	0.092148	0.2737	0.026171	73.553	17.059	0.10194	0.27063	57.625	0.018776	0.0098622	0.64691	0.4985	0.26709	0.58896	0.87917	-220.38	0.019637	0.089413	0.98432	0.49274	6.4609	21.397	95.574	3.819	3.3375	FALSE
0.066274	0.66312	-0.17567	0.6967	-190.47	0.24193	0.066274	0.28923	1.0468	0.1918	0.066274	0.11443	0.12713	0.066274	1918.8	0.19022	1.508	0.066274	0.066794	106.84	1.2107	0.072119	0.066794	0.24193	0.1918	0.19022	0.76083	-0.2945	4.5674	0.64738	0.066794	223.02	1.6366	0.10876	0.072119	1.0303	1.347	0.27574	0.072684	0.04233	0.16518	0.072684	139.42	32.577	0.22819	0.19523	111.84	0.012256	0.012352	0.6085	0.57918	0.61101	0.32154	0.46227	-6487.6	0.044673	0.34555	0.95533	0.43767	3.4163	11.204	213.06	1.7132	1.6634	FALSE
-0.31826	1.1167	-0.40999	0.52375	-74.748	-0.058793	-0.3175	-0.10447	2.6389	-0.11666	-0.27956	-0.36882	-0.12032	-0.3175	-1283.7	-0.28433	0.89553	-0.3175	-0.12032	24.793	1.0588	-0.2384	-0.1206	-0.30491	-0.27588	-0.28501	-2.9756	-0.74663	5.0533	0.42019	-0.10529	135.24	3.3831	2.6081	-0.18315	2.675	1.5077	0.063499	-0.069402	0.027033	-0.15613	-0.090341	59.144	34.351	-1.7754	0.23526	22.465	-0.2384	-0.090341	0.40378	0.86087	0.29559	-0.21244	0.11564	-46352	0.11956	2.7281	0.90233	-1.5443	14.722	10.626	119.07	3.0654	4.8057	TRUE
0.11849	0.63062	0.1975	1.3374	-3.6378	0	0.11849	0.58573	4.1854	0.36937	0.14966	0.20241	0.032376	0.11849	1698.7	0.21488	1.5857	0.11849	0.02831	20.167	1.0575	0.13327	0.02831	0.20881	0.22294	0.21488	4.2756	0.90958	3.5908	0.14567	0.035757	52.774	6.9162	6.4199	0.13686	4.1854	12.19	0.41463	0.032698	0.047674	0.13987	0.031841	65.838	45.671	0.51236	0.94233	20.849	0.11625	0.027775	1.2414	0.58537	0.14459	1.7012	1.9096	769.73	0.032698	0.32078	0.97182	0.12251	18.099	7.992	51.049	7.15	19.276	FALSE
-0.0032562	0.57827	0.33614	1.9048	-86.165	-0.014502	0.0026982	0.62834	1.0324	0.36335	0.0026982	0.0072631	0.080829	0.0026982	4009.3	0.091038	1.7293	0.0026982	0.0041427	263.63	0.73229	0.017499	-0.0049996	-0.0025935	0.36335	0.080741	0.27738	1.1497	4.1591	0.88684	0.0041427	214.94	1.6982	0.03026	0.017499	0.65464	1.1471	0.57013	0.026867	0.014597	0.28188	0.026867	393.53	129.9	-0.006922	0.63853	272.18	-0.032447	-0.049819	1.2237	0.37149	0.58886	1.2428	1.95	4848.7	0.031395	-0.0089617	0.9686	0.56909	1.3845	2.8099	208.19	1.7532	2.2277	FALSE
0.041192	0.67825	-0.12201	0.79492	-70.273	0.27484	0.041192	0.47438	2.2902	0.32175	0.061353	0.069235	0.027527	0.041192	3926.8	0.092952	1.4744	0.041192	0.017986	45.462	1.2884	0.060782	0.017986	0.076942	0.31604	0.092952	3.0149	-0.23151	3.544	0.29306	0.026071	97.246	3.7534	3.2925	0.057115	2.2902	2.4157	0.39945	0.024939	0.052855	0.2736	0.026539	70.363	24.901	0.1444	0.31547	46.625	0.03893	0.016998	0.69731	0.59497	0.26643	0.61048	0.75789	-427.01	0.024939	0.12803	0.98207	0.24148	8.0287	14.658	94.821	3.8494	4.3454	FALSE
0.12443	0.71922	0.079442	1.232	0.34414	0	0.12443	0.39039	1.2728	0.28078	0.15148	0.36337	0.15904	0.12443	1296.9	0.28144	1.3904	0.12443	0.097763	21.837	1.0654	0.14371	0.097763	0.33922	0.19991	0.28144	5.3124	0.13741	4.4195	0.55151	0.11044	107.85	3.3844	1.6114	0.11384	1.2728	1.2392	0.55977	0.08944	0.057082	0.10814	0.11291	115.38	93.542	1.6341	1.0096	23.982	0.065723	0.051638	0.58658	0.34244	0.29548	0.48567	0.96825	2087.3	0.08944	0.44316	0.90511	0.99362	16.715	3.902	98.202	3.7168	2.2016	FALSE
0.022631	0.77159	-0.016327	0.97862	-40.601	-0.040353	0.033171	0.29581	3.5521	0.22824	0.056139	0.043427	0.0093385	0.033171	8490.2	0.042991	1.296	0.033171	0.0093385	37.982	0.99098	0.064992	0.0063711	0.15503	0.17761	0.02933	2.0229	-0.06471	3.7739	0.17725	0.018381	84.152	4.5964	4.5503	0.060503	3.5765	96.187	0.23217	0.017033	0.19899	0.39573	0.018297	61.194	23.211	0.061225	0.6829	38.427	0.064992	0.018297	0.9688	0.76384	0.21756	0.9046	0.92017	-97	0.067289	0.099152	0.93183	0.017212	9.6097	15.725	78.49	4.6503	14.078	TRUE
0.012653	0.65967	-0.032487	0.94199	-34.061	0	0.019528	0.51591	2.5463	0.34033	0.039448	0.03487	0.028882	0.019528	3274	0.11148	1.5159	0.019528	0.007669	28.031	1.5219	0.037398	0.004969	0.073042	0.31902	0.10106	1.8773	-0.06876	3.981	0.25899	0.013705	82.317	4.4835	3.8062	0.06328	2.5502	3.6281	0.43183	0.024851	0.008207	0.24055	0.014687	74.959	46.928	0.064706	0.3574	28.427	-0.016617	-0.006526	0.79968	0.56001	0.22304	0.72032	0.91398	-311	0.024819	0.037179	0.98456	0.26886	13.021	7.7779	80.274	4.5469	5.3893	TRUE
0.031477	0.44653	0.53148	3.5528	1.9719	0.2513	0.043625	1.2393	1.0495	0.55339	0.043625	0.20954	0.039786	0.043625	2496.1	0.14623	2.2395	0.043625	0.026582	115.26	0.8442	0.072688	0.01918	0.32049	0.55339	0.11902	0.46481	2.0415	4.2398	0.26389	0.026582	48.593	7.5114	0.16279	0.072688	1.6422	0.92911	0.79172	0.044291	0.087628	0.15558	0.044291	160.45	45.191	0.060739	1.0636	120.96	0.051018	0.031087	1.6565	0.20819	0.13313	2.1257	3.0412	9231.1	0.047122	0.056881	0.95288	0.43068	3.1668	8.0768	46.303	7.8828	6.3041	FALSE
0.039173	0.3437	0.14641	1.4502	-29.588	0.22764	0.039173	1.8655	1.0077	0.64117	0.039173	0.12045	0.067568	0.039173	1192.1	0.30617	2.9095	0.039173	0.025152	60.988	0.93402	0.043529	0.025152	0.22764	0.64117	0.30617	0.28164	0.27711	4.2645	0.21177	0.025152	76.805	4.7523	0.12665	0.043529	1.5994	11.439	0.65965	0.027949	0.066601	0.10311	0.027949	105.46	44.467	0.15053	0.65002	61.458	-0.022531	-0.014467	1.3722	0.32522	0.21043	1.2135	1.2485	2692	0.0076384	0.061096	0.99236	0.028824	5.9848	8.2083	76.218	4.7889	2.9477	FALSE
0.016646	0.78138	-0.066655	0.87686	-4138.3	-0.047166	0.029101	0.27978	2.5259	0.21861	0.063371	0.053764	0.032905	0.029101	3431.5	0.10637	1.2798	0.029101	0.011521	14.369	0.99946	0.059038	0.0065902	0.040513	0.21226	0.090427	1.7227	-0.12687	3.9048	0.30585	0.018983	80.663	4.5988	3.1857	0.076603	2.5259	2.2637	0.38435	0.030327	0.029028	0.23039	0.023373	66.314	51.945	0.16741	0.69315	14.58	0.0050259	0.0019898	0.60741	0.54127	0.21745	0.4161	0.73156	-535.37	0.030327	0.076144	0.99906	0.75814	25.403	7.0266	78.216	4.6665	4.8076	FALSE
0.021013	0.62902	0.12367	1.9256	17.525	-0.029731	0.023349	0.58977	0.68031	0.37098	0.040223	0.17476	0.087099	0.023349	3874.7	0.094201	1.5898	0.023349	0.034321	46.602	1.1456	0.036006	0.030888	0.044384	0.19219	0.090487	2.1338	0.16652	4.0487	0.82153	0.059125	75.394	4.8412	1.0283	0.033478	0.68031	0.5065	0.70745	0.049209	0.57785	0.29157	0.052926	96.616	50.014	0.24192	1.2755	49.014	0.00010093	0.00014835	0.40902	0.13361	0.20656	0.49949	0.95251	1383.5	0.049209	0.056642	0.9664	0.90697	7.8323	7.298	71.684	5.0918	0.91597	FALSE
0.007179	0.80934	0.078481	1.0986	-24.306	0.060422	0.009322	0.22699	1.0153	0.18371	0.009322	0.011716	0.006651	0.009322	11076	0.032955	1.2356	0.009322	0.002325	31.248	1.2619	0.058556	0.00179	0.076453	0.18371	0.030306	0.14825	0.6238	5.1129	0.2017	0.002325	73.532	4.9638	0.072351	0.058556	4.0147	38.941	0.19734	0.014602	0.001425	0.35055	0.014602	79.463	48.215	0.02091	0.66717	31.726	0.041207	0.010275	1.0801	0.79571	0.20146	1.4602	1.5686	10178	0.015082	0.039077	0.98492	0.074208	11.681	7.5703	72.423	5.0399	31.875	FALSE
0.081559	0.78095	-0.086488	0.85714	-28.674	0	0.081559	0.2805	2.0744	0.21905	0.12334	0.13472	0.057869	0.081559	2374.5	0.15372	1.2805	0.081559	0.039316	12.58	1.0652	0.1009	0.039316	0.12155	0.081571	0.15372	2.4153	-0.17978	4.4784	0.36364	0.039316	111.43	3.34	2.5892	0.091363	2.1454	2.5487	0.3946	0.044042	0.043953	0.18676	0.048641	86.622	74.042	1.1407	0.16206	12.907	0.062415	0.030088	0.66447	0.6054	0.2994	0.45533	0.82022	-2602.3	0.044059	0.37233	0.94249	0.80139	29.013	4.9297	106.52	3.4265	4.312	TRUE
0.025794	0.59662	0.071888	1.1264	-34.065	0.0019647	0.035278	0.67611	2.8562	0.40338	0.057851	0.062011	0.012351	0.035278	6172.9	0.05913	1.6761	0.035278	0.012351	39.532	1.1884	0.050009	0.009031	0.048389	0.35241	0.043234	2.2154	0.20013	4.1042	0.19938	0.01883	81.486	4.4952	4.2863	0.049275	2.8562	12.822	0.42923	0.017252	0.055696	0.39767	0.017509	77.839	38.307	0.083384	0.58261	44.152	0.050009	0.017509	1.074	0.5689	0.22246	1.123	1.1949	913.84	0.1078	0.063945	0.90326	0.064085	9.2331	9.5282	72.701	5.0205	7.9512	TRUE
